"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
7142,"MICRO BEHAVIOR: Process was created via WMI.",Unknown,,"N/A","1678263035.0","micro_behavior","Process micro behavior",10,False,,
7143,"A process classified as a command-line interface was created by the parent process.",Unknown,"Command-Line Interface Spawned","Follow Through","1679941530.0","micro_behavior","Process micro behavior",10,False,Execution,"Command and Scripting Interpreter"
7144,"A process was launched via a lnk file.",Unknown,"Process Launch LNK","Follow Through","1679941530.0","micro_behavior","Process micro behavior",10,False,Execution,"User Execution"
7145,"MICRO BEHAVIOR: Handle of Lsass opened using PROCESS_ALL_ACCESS flags.",Unknown,,"N/A","1678263035.0","micro_behavior","Process micro behavior",10,False,,
7146,"MICRO BEHAVIOR: Handle of Lsass opened using PROCESS_QUERY_INFORMATION | PROCESS_VM_READ flags.",Unknown,,"N/A","1678263035.0","micro_behavior","Process micro behavior",10,False,,
7147,"A process opened a handle to LSASS using PROCESS_ALL_ACCESS flags from a non-system process.",Unknown,"Non-System Process LSASS ALL_ACCESS Flag","Gain Access","1679941530.0","micro_behavior","Process micro behavior",10,False,"Credential Access","OS Credential Dumping"
7148,"A non-system process opened a handle to LSASS.",Unknown,"Non-System LSASS Access","Gain Access","1679941531.0","micro_behavior","Process micro behavior",10,False,"Credential Access","OS Credential Dumping"
7149,"A file was renamed with an additional appended extension.",Unknown,"File Rename Appended Extension","Keep Access","1679941531.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Double File Extension"
7150,"MICRO BEHAVIOR: A process has been created during an RDP session.",Unknown,,"N/A","1678263035.0","micro_behavior","Process micro behavior",10,False,,
7151,"MICRO BEHAVIOR: NetworkConnect event occurred on RAW_SOCKET",Unknown,,"N/A","1678263035.0","micro_behavior","Process micro behavior",10,False,,
7152,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 22",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7153,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 23",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7154,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 25",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7155,"A process opened a network connection over HTTP to a remote port.",Unknown,"Network Connect HTTP Remote Port","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Web Protocols"
7157,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 143",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7156,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 110",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7158,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 194",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7159,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 389",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7160,"A process made an outbound network connection with a remote port of 443.",Unknown,"Network Connect Outbound 443","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Web Protocols"
7161,"A process initiated an outbound network connection to remote port 445.",Unknown,"Remote SMB Connection",Explore,"1679941531.0","micro_behavior","Process micro behavior",10,False,"Lateral Movement","Remote Services"
7162,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 1337",Unknown,,"N/A","1678263036.0","micro_behavior","Process micro behavior",10,False,,
7163,"A process initiated an outbound network connection to remote port 3389.",Unknown,"Remote RDP Connection",Explore,"1679941531.0","micro_behavior","Process micro behavior",10,False,"Lateral Movement","Remote Services"
7164,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 4443",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7166,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 6697",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7165,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 4444",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7167,"A process initiated an outbound network request with a remote port of 8080.",Unknown,"Network Connect Outbound port 8080","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Non-Standard Port"
7168,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 8443",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7169,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 31337",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7171,"A process made a network connection over the UDP protocol.",Unknown,"Network Connection UDP","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Application Layer Protocol"
7170,"A process made an outbound network connection over TCP.",Unknown,"Network Connect Outbound TCP","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Application Layer Protocol"
7172,"MICRO BEHAVIOR: Microsoft Office editing enabled on untrusted document.",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7173,"MICRO BEHAVIOR: Microsoft Office macros enabled on untrusted document.",Unknown,,"N/A","1678263037.0","micro_behavior","Process micro behavior",10,False,,
7174,"A process initiated an outbound network request to a remote DNS-related port.",Unknown,"Network Connect Outbound DNS Port","Contact Controlled Systems","1679941531.0","micro_behavior","Process micro behavior",10,False,"Command and Control",DNS
7175,"A process initiated an outbound network connection to a VNC-related remote port.",Unknown,"Remote VNC Connection",Explore,"1679941531.0","micro_behavior","Process micro behavior",10,False,"Lateral Movement","Remote Services"
7176,"A process initiated an outbound network connection to an uncommon port.",Unknown,"Network Connect Uncommon Port","Contact Controlled Systems","1679941532.0","micro_behavior","Process micro behavior",10,False,"Command and Control","Non-Standard Port"
7177,"A process was spawned where its parent's PID and source PID are not equal to one another. While far from definitive, this may be related to a parent process spoofing technique.",Unknown,"Parent Process Mismatch","Keep Access","1679941532.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Parent PID Spoofing"
7178,"MICRO BEHAVIOR: a snapshot (aka shadow copy) of NDTS.dit was opened.",Unknown,,"N/A","1678263038.0","micro_behavior","Process micro behavior",10,False,,
7179,"A process has opened multiple handles to other processes.",Unknown,"Process Discovery","Follow Through","1679941532.0","micro_behavior","Process micro behavior",10,False,Execution,"Inter-Process Communication"
7180,"A process performed a WMI query of Win32_ComputerSystem.",Unknown,"WMI Query Win32_ComputerSystem",Explore,"1679941532.0","micro_behavior","Process micro behavior",10,False,Discovery,"System Information Discovery"
7181,"A process performed a WMI query of Win32_BIOS.",Unknown,"WMI Query Win32_BIOS",Explore,"1679941532.0","micro_behavior","Process micro behavior",10,False,Discovery,"System Information Discovery"
7182,"A process performed a WMI query of Win32_OperatingSystem.",Unknown,"WMI Query Win32_OperatingSystem",Explore,"1679941532.0","micro_behavior","Process micro behavior",10,False,Discovery,"System Information Discovery"
7183,"MICRO BEHAVIOR: WMI query from Win32_DesktopMonitor",Unknown,,"N/A","1678263038.0","micro_behavior","Process micro behavior",10,False,,
7184,"A process made a WMI query.",Unknown,"WMI Query General",Explore,"1679941532.0","micro_behavior","Process micro behavior",10,False,Discovery,"Process Discovery"
7185,"MICRO BEHAVIOR: Activity that could be related to password gathering",Unknown,,"N/A","1678263038.0","micro_behavior","Process micro behavior",10,False,,
7186,"MICRO BEHAVIOR: Executed crontab process",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7187,"MICRO BEHAVIOR: Gathering information about the curent system",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7189,"MICRO BEHAVIOR: Gathering information on the current system's networked state",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7188,"MICRO BEHAVIOR: Gathering information about the users on the system",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7190,"MICRO BEHAVIOR: Gathering information about the system's connected network",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7191,"MICRO BEHAVIOR: Process used to login to or execute on remote hosts",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7192,"MICRO BEHAVIOR: Process used to download remote files to host",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7194,"MICRO BEHAVIOR: Executing sudo or viewing sudoers file",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7193,"MICRO BEHAVIOR: Gathering information on the current environment",Unknown,,"N/A","1678263039.0","micro_behavior","Process micro behavior",10,False,,
7195,"MICRO BEHAVIOR: Compressing password or shadow files for exfiltration",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7196,"MICRO BEHAVIOR: Executing scp, sftp, or rsync to exfiltrate data",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7197,"MICRO BEHAVIOR: Viewing history or ssh authorized_keys information",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7199,"MICRO BEHAVIOR: NetworkReceiveAcceptIP6 event occurred",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7198,"MICRO BEHAVIOR: Process pulled a remote file and immediately ran a script interpreter. Investigate the child processes.",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7200,"MICRO BEHAVIOR: Process loaded a cryptography related library",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7201,"MICRO BEHAVIOR: InjectedThread event occurred for injectee",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7202,"A process performed a WMI query of Win32_LogicalDisk.",Unknown,"Wmi Query",Explore,"1679941532.0","micro_behavior","Process micro behavior",10,False,Discovery,"System Information Discovery"
7203,"MICRO BEHAVIOR: WMI query from Win32_NetworkAdapterConfiguration",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7204,"MICRO BEHAVIOR: A process BreakOnTermination flag was set.",Unknown,,"N/A","1678263345.0","micro_behavior","Process micro behavior",10,False,,
7205,"An executable ran for the first time on this endpoint.",Unknown,"Executable First Run","Follow Through","1679941532.0","micro_behavior","Process micro behavior",10,False,Execution,"User Execution"
7207,"MICRO BEHAVIOR: Global first-run process hash",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7209,"MICRO BEHAVIOR: Webservice process run",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7210,"MICRO BEHAVIOR: A process made a connection to an external IPv4 address",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7211,"MICRO BEHAVIOR: An interactive shell was started with no TTY",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7212,"A file was renamed with a new extension.",Unknown,"File Rename New Extension","Keep Access","1679941532.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion",Masquerading
7213,"MICRO BEHAVIOR: A new ssh shell has been created from an external IP4 address",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7214,"A readme txt or html file was written.",Unknown,"Readme File Write","Follow Through","1679941533.0","micro_behavior","Process micro behavior",10,False,Impact,"Data Encrypted for Impact"
7215,"MICRO BEHAVIOR: A txt or html file was written with the name containing recover",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7216,"MICRO BEHAVIOR: A txt or html file was written with the name containing restore",Unknown,,"N/A","1678263346.0","micro_behavior","Process micro behavior",10,False,,
7218,"A process wrote a data file to disk with a second extension.",Unknown,"Data File Double Extension","Keep Access","1679941533.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Double File Extension"
7217,"A process traversed across directories.",Unknown,"Directory Traversal",Explore,"1679941533.0","micro_behavior","Process micro behavior",10,False,Discovery,"File and Directory Discovery"
7220,"MICRO BEHAVIOR: An incoming connection/accept from an external IPv4 address",Unknown,,"N/A","1679941533.0","micro_behavior","Process micro behavior",10,False,,
7221,"MICRO BEHAVIOR: A process wrote a txt file with string 'decrypt' in its' name",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7222,"MICRO BEHAVIOR: A process was spawned by an account tracked as compromised via brute force.",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7223,"A process wrote a txt or html file to a volume root.",Unknown,"Txt/HTML File Written","Follow Through","1679941533.0","micro_behavior","Process micro behavior",10,False,Impact,"Data Encrypted for Impact"
7224,"A process enumerated directories under the volume root.",Unknown,"Enumeration of Root Volume",Explore,"1679941533.0","micro_behavior","Process micro behavior",10,False,Discovery,"File and Directory Discovery"
7225,"A process traversed directories under the drive root.",Unknown,"Directory Traversal",Explore,"1679941533.0","micro_behavior","Process micro behavior",10,False,Discovery,"File and Directory Discovery"
7226,"MICRO BEHAVIOR: The target process of a hollowing migration.",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7227,"A process was the target process of an injection.",Unknown,"Process Target of Injection","Keep Access","1679941533.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Process Injection"
7228,"MICRO BEHAVIOR: The target process of a thread hijacking migration.",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7229,"MICRO BEHAVIOR: The target process of a SetWindowsHook migration.",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7230,"MICRO BEHAVIOR: The target process of a rop hijacking migration.",Unknown,,"N/A","1678263347.0","micro_behavior","Process micro behavior",10,False,,
7232,"MICRO BEHAVIOR: The target process of an atom bombing migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7231,"MICRO BEHAVIOR: The target process of an APCQueue migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7233,"MICRO BEHAVIOR: The target process of a suspicious injection.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7234,"MICRO BEHAVIOR: The target process of a load library migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7235,"MICRO BEHAVIOR: The target process of a thread masquerade migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7236,"MICRO BEHAVIOR: The target process of a SetWindowLong migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7237,"MICRO BEHAVIOR: The target process of a SetProp migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7238,"MICRO BEHAVIOR: The target process of a thread masquerade migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7239,"MICRO BEHAVIOR: The target process of a hollowing overwrite migration.",Unknown,,"N/A","1678263348.0","micro_behavior","Process micro behavior",10,False,,
7240,"A process was the target of pivoting/migration.",Unknown,"Process Target of Migration","Keep Access","1679941533.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Process Injection"
7241,"MICRO BEHAVIOR: A session is internal to a container",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7242,"MICRO BEHAVIOR: A process created a file in a world writable location.",Unknown,,"N/A","1653329799.0","micro_behavior","Process micro behavior",10,False,,
7243,"MICRO BEHAVIOR: A webservice process created a file.",Unknown,,"N/A","1653329799.0","micro_behavior","Process micro behavior",10,False,,
7244,"MICRO BEHAVIOR: Executing netcat",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7245,"MICRO BEHAVIOR: A symbolic link was created against a file in a *bin directory",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7246,"MICRO BEHAVIOR: An SMTP server process executed.",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7248,"MICRO BEHAVIOR: Process is within a detect tree (a descendant of the root of a detect tree)",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7249,"MICRO BEHAVIOR: Process is the root of a detect tree",Unknown,,"N/A","1678263349.0","micro_behavior","Process micro behavior",10,False,,
7252,"A process associated with an unsigned binary was started.",Unknown,"Unsigned Process Load","Keep Access","1679941533.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Invalid Code Signature"
7251,"A few files with the same extension were created in a short time.",Unknown,"Multi File Creation with Same Extension","Follow Through","1679941533.0","micro_behavior","Process micro behavior",10,False,Impact,"Data Encrypted for Impact"
7253,"MICRO BEHAVIOR: Many files with the same extension were created in a short time.",Unknown,,"N/A","1626148211.0","micro_behavior","Process micro behavior",10,False,,
7254,"A few files were renamed to have the same extension in a short time.",Unknown,"Close Succession File Renames","Follow Through","1679941534.0","micro_behavior","Process micro behavior",10,False,Impact,"Data Encrypted for Impact"
7255,"A signed module was loaded, but the signature is either invalid or is not trusted.",Unknown,"Invalid Signature on Loaded Module","Keep Access","1679941534.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Invalid Code Signature"
7257,"MICRO BEHAVIOR: A non-explorer process manually deleted files from the $Recycle.Bin folder",Unknown,,"N/A","1678263350.0","micro_behavior","Process micro behavior",10,False,,
7256,"MICRO BEHAVIOR: Many files were renamed to have the same extension in a short time.",Unknown,,"N/A","1626148211.0","micro_behavior","Process micro behavior",10,False,,
7258,"MICRO BEHAVIOR: A bash history file was copied",Unknown,,"N/A","1627518912.0","micro_behavior","Process micro behavior",10,False,,
7259,"MICRO BEHAVIOR: The system shadow or passwd files were opened",Unknown,,"N/A","1627518912.0","micro_behavior","Process micro behavior",10,False,,
7260,"MICRO BEHAVIOR: Public or private SSH keys were read",Unknown,,"N/A","1627518912.0","micro_behavior","Process micro behavior",10,False,,
7263,"MICRO BEHAVIOR: The MacOS keychain database was opened",Unknown,,"N/A","1627518913.0","micro_behavior","Process micro behavior",10,False,,
7264,"MICRO BEHAVIOR: A MacOS credential prompt was spawned using osascript",Unknown,,"N/A","1627518913.0","micro_behavior","Process micro behavior",10,False,,
7261,"MICRO BEHAVIOR: A browser's cookie storage was read",Unknown,,"N/A","1627518913.0","micro_behavior","Process micro behavior",10,False,,
7265,"MICRO BEHAVIOR: .NET module was reflectively (e.g. assembly load from byte array) into the process",Unknown,,"N/A","1678263350.0","micro_behavior","Process micro behavior",10,False,,
7262,"MICRO BEHAVIOR: A MacOS keychain was unlocked using the security command",Unknown,,"N/A","1627518913.0","micro_behavior","Process micro behavior",10,False,,
7266,"MICRO BEHAVIOR: .NET module was loaded into the process",Unknown,,"N/A","1678263351.0","micro_behavior","Process micro behavior",10,False,,
7267,"MICRO BEHAVIOR: launchd spawned a scripted language process",Unknown,,"N/A","1626892814.0","micro_behavior","Process micro behavior",10,False,,
7269,"MICRO BEHAVIOR: File download tools were installed",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7268,"MICRO BEHAVIOR: SSH tools were installed",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7270,"MICRO BEHAVIOR: Encryption tools were installed",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7271,"MICRO BEHAVIOR: A Linux cryptographic tool was executed",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7272,"MICRO BEHAVIOR: An attempt was made to stop the Docker service",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7273,"MICRO BEHAVIOR: An attempt was made to disable the Docker service",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7274,"MICRO BEHAVIOR: The passwd binary has been invoked",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7275,"MICRO BEHAVIOR: A user has been deleted",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7277,"MICRO BEHAVIOR: A user has been modified",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7276,"MICRO BEHAVIOR: A user has been added",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7279,"A process used RPC to create a Windows service.",Unknown,"Create Service RPC",Explore,"1679941534.0","micro_behavior","Process micro behavior",10,False,"Lateral Movement","Remote Services"
7280,"MICRO BEHAVIOR: Umppc hook for VirtualAlloc may have beenbypassed",Unknown,,"N/A","1679941534.0","micro_behavior","Process micro behavior",10,False,,
7281,"MICRO BEHAVIOR: Umppc hook for VirtualProtect may have beenbypassed",Unknown,,"N/A","1679941534.0","micro_behavior","Process micro behavior",10,False,,
7282,"A process associated with a signed binary started, but the signature is either invalid or is not trusted.",Unknown,"Invalid Signature on Primary Module","Keep Access","1679941534.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Invalid Code Signature"
7283,"MICRO BEHAVIOR: The SAM registry hive was accessed on a shadow copy",Unknown,,"N/A","1627443014.0","micro_behavior","Process micro behavior",10,False,,
7284,"MICRO BEHAVIOR: The Security registry hive was accessed on a shadow copy",Unknown,,"N/A","1627443015.0","micro_behavior","Process micro behavior",10,False,,
7285,"MICRO BEHAVIOR: The System registry hive was accessed on a shadow copy",Unknown,,"N/A","1627443015.0","micro_behavior","Process micro behavior",10,False,,
7286,"MICRO BEHAVIOR: The Software registry hive was accessed on a shadow copy",Unknown,,"N/A","1627443015.0","micro_behavior","Process micro behavior",10,False,,
7288,"MICRO BEHAVIOR: A process is created to execute into the container",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7290,"MICRO BEHAVIOR: An outbound NetworkConnect was observed with RemotePort 993",Unknown,,"N/A","1634763698.0","micro_behavior","Process micro behavior",10,False,,
7289,"MICRO BEHAVIOR: An outbound NetworkConnect was observed with RemotePort 587",Unknown,,"N/A","1675966359.0","micro_behavior","Process micro behavior",10,False,,
7292,"A process performed a WMI query of Win32_DiskDrive.",Unknown,"WMI Query Disk Drive",Explore,"1679941534.0","micro_behavior","Process micro behavior",10,False,Discovery,"File and Directory Discovery"
7293,"MICRO BEHAVIOR: WMI query from Win32_ShadowCopy",Unknown,,"N/A","1628064014.0","micro_behavior","Process micro behavior",10,False,,
7294,"A process performed a WMI query of AntiVirusProduct.",Unknown,"WMI Query AV Product",Explore,"1679941534.0","micro_behavior","Process micro behavior",10,False,Discovery,"Security Software Discovery"
7291,"MICRO BEHAVIOR: An outbound NetworkConnect was observed with RemotePort 853",Unknown,,"N/A","1634763698.0","micro_behavior","Process micro behavior",10,False,,
7295,"MICRO BEHAVIOR: WMI query from FireWallProduct",Unknown,,"N/A","1628064014.0","micro_behavior","Process micro behavior",10,False,,
7298,"A process associated with a self-signed binary started.",Unknown,"Process Start Self-signed","Keep Access","1679941534.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Subvert Trust Controls"
7296,"MICRO BEHAVIOR: A network connection directly to port 10250 is captured",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7297,"A self-signed module was loaded.",Unknown,"Self-Signed Module Load","Keep Access","1679941534.0","micro_behavior","Process micro behavior",10,False,"Defense Evasion","Subvert Trust Controls"
7299,"MICRO BEHAVIOR: A file was written under an sshd tree and then executed",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7301,"MICRO BEHAVIOR: Capturing group alter events with groupdel",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7302,"MICRO BEHAVIOR: Capturing group alter events with groupmod or gpasswd",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7300,"MICRO BEHAVIOR: Capturing group alter events with groupadd",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7303,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 20",Unknown,,"N/A","1634763698.0","micro_behavior","Process micro behavior",10,False,,
7304,"MICRO BEHAVIOR: NetworkConnect Outbound on Remote Port 21",Unknown,,"N/A","1634763698.0","micro_behavior","Process micro behavior",10,False,,
7305,"MICRO BEHAVIOR: A process may be trying to read virtual memory of another process",Unknown,,"N/A","1634842817.0","micro_behavior","Process micro behavior",10,False,,
7306,"MICRO BEHAVIOR: A process may be trying to write into virtual memory of another process",Unknown,,"N/A","1634842817.0","micro_behavior","Process micro behavior",10,False,,
7307,"A process written from SMB was executed.",Unknown,"Process Execution on SMB",Explore,"1679941535.0","micro_behavior","Process micro behavior",10,False,"Lateral Movement","Lateral Tool Transfer"
7308,"MICRO BEHAVIOR: A process opened a cron file with write access.",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7309,"MICRO BEHAVIOR: A process opened a file in /etc with write access.",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7310,"MICRO BEHAVIOR: A process opened a hosts file in /etc with write access.",Unknown,,"N/A","1653329800.0","micro_behavior","Process micro behavior",10,False,,
7311,"MICRO BEHAVIOR: A process executed dscacheutil for recon",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7312,"MICRO BEHAVIOR: A process executed echo and base64 in a commandline",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7313,"MICRO BEHAVIOR: A process executed osascript",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7314,"MICRO BEHAVIOR: A process executed python",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7315,"MICRO BEHAVIOR: A process executed perl",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7316,"MICRO BEHAVIOR: A process executed ruby",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7317,"MICRO BEHAVIOR: A process executed sh",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7318,"MICRO BEHAVIOR: A process executed bash",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7319,"MICRO BEHAVIOR: A process executed using Finder app",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7320,"MICRO BEHAVIOR: A process executed using the Dock",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7321,"MICRO BEHAVIOR: A process executed through spotlight",Unknown,,"N/A","1630428610.0","micro_behavior","Process micro behavior",10,False,,
7322,"MICRO BEHAVIOR: A process executed using loginwindow at login",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7323,"MICRO BEHAVIOR: A process was executed from chrome",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7325,"MICRO BEHAVIOR: A generic rollup for Reconnaissance MBs",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7324,"MICRO BEHAVIOR: A process was executed from Office",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7326,"MICRO BEHAVIOR: A generic rollup for Persistence MBs",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7327,"MICRO BEHAVIOR: A generic rollup for Execution MBs",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7328,"MICRO BEHAVIOR: A process was executed from /tmp",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7329,"MICRO BEHAVIOR: A process was executed from a display prompt",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7330,"MICRO BEHAVIOR: A generic rollup for CredentialAccess MBs",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
7331,"MICRO BEHAVIOR: A find process looking for emlx files",Unknown,,"N/A","1630428611.0","micro_behavior","Process micro behavior",10,False,,
